"*03120*",5,8,56,"1B","Cody Bellinger","NYY","We <3 PEDs","Mar 18, 2025 6:18:44"
"*02mzg*",5,9,57,"3B","Max Muncy","LAD","Hels Bells","Mar 18, 2025 6:19:36"
"*04azv*",5,10,58,"3B","Jake Burger","TEX","gochargers","Mar 18, 2025 6:19:45"
"*05u9z*",5,11,59,"OF","Roman Anthony","BOS","Vladdy’s Daycare","Mar 18, 2025 6:20:02"
"*",5,12,60,"","","","","Mar 18, 2025 6:20:03"
"*03qjy*",6,1,61,"2B","Brandon Lowe","TB","Mount My Castle","Mar 18, 2025 6:20:18"
"*03ae8*",6,2,62,"SS","Dansby Swanson","CHC","Sasaki Bombs","Mar 18, 2025 6:20:28"
"*03d6s*",6,3,63,"3B","Matt Chapman","SF","pcorcoran3","Mar 18, 2025 6:21:19"
"*03nmw*",6,4,64,"OF","Ian Happ","CHC","Short Porch Soldiers","Mar 18, 2025 6:22:20"
"*",6,5,65,"","","","","Mar 18, 2025 6:22:22"
"*03mew*",6,6,66,"2B","Luis Arraez","SD","The Old Timers","Mar 18, 2025 6:22:26"
"*0524l*",6,7,67,"C","Yainer Diaz","HOU","OnlyDans","Mar 18, 2025 6:22:28"
"*02my5*",6,8,68,"RP","Edwin Diaz","NYM","We <3 PEDs","Mar 18, 2025 6:23:02"
"*02yk4*",6,9,69,"OF","Tyler O'Neill","BAL","Hels Bells","Mar 18, 2025 6:23:21"
"*02jh6*",6,10,70,"3B","Eugenio Suarez","ARI","gochargers","Mar 18, 2025 6:24:12"
"*052c8*",6,11,71,"SP","Cristopher Sanchez","PHI","Vladdy’s Daycare","Mar 18, 2025 6:24:55"
"*",6,12,72,"","","","","Mar 18, 2025 6:24:55"
"*05rbv*",7,1,73,"C","Samuel Basallo","BAL","Mount My Castle","Mar 18, 2025 6:25:03"
"*",7,2,74,"","","","","Mar 18, 2025 6:25:04"
"*03oh0*",7,3,75,"C","Willson Contreras","STL","pcorcoran3","Mar 18, 2025 6:25:28"
"*",7,4,76,"","","","","Mar 18, 2025 6:25:28"
"*",7,5,77,"","","","","Mar 18, 2025 6:25:29"
"*05jr0*",7,6,78,"OF","Alec Burleson","STL","The Old Timers","Mar 18, 2025 6:25:59"
"*04b00*",7,7,79,"2B","Brice Turang","MIL","OnlyDans","Mar 18, 2025 6:26:01"
"*025gb*",7,8,80,"SS","Xander Bogaerts","SD","We <3 PEDs","Mar 18, 2025 6:26:17"
"*0403o*",7,9,81,"RP","Andres Munoz","SEA","Hels Bells","Mar 18, 2025 6:26:23"
"*04mra*",7,10,82,"SS","Ezequiel Tovar","COL","gochargers","Mar 18, 2025 6:26:57"
"*",7,11,83,"","","","","Mar 18, 2025 6:26:58"
"*",7,12,84,"","","","","Mar 18, 2025 6:26:59"
"*05rik*",8,1,85,"SP","Bubba Chandler","PIT","Mount My Castle","Mar 18, 2025 6:27:35"
"*041ah*",8,2,86,"OF","Josh Lowe","TB","Sasaki Bombs","Mar 18, 2025 6:27:43"
"*02c2r*",8,3,87,"SP","Carlos Rodon","NYY","pcorcoran3","Mar 18, 2025 6:27:58"
"*",8,4,88,"","","","","Mar 18, 2025 6:27:58"
"*05t64*",8,5,89,"RP","Felix Bautista","BAL","Kposer","Mar 18, 2025 6:28:06"
"*03d6w*",8,6,90,"SP","Jack Flaherty","DET","The Old Timers","Mar 18, 2025 6:28:57"
"*03zcy*",8,7,91,"3B","Mark Vientos","NYM","OnlyDans","Mar 18, 2025 6:28:59"
"*02bq2*",8,8,92,"OF","Brandon Nimmo","NYM","We <3 PEDs","Mar 18, 2025 6:29:10"
"*066n3*",8,9,93,"RP","Ryan Walker","SF","Hels Bells","Mar 18, 2025 6:30:01"
"*04t9b*",8,10,94,"1B","Michael Busch","CHC","gochargers","Mar 18, 2025 6:30:46"
"*",8,11,95,"","","","","Mar 18, 2025 6:30:46"
"*04n8z*",8,12,96,"SS","Xavier Edwards","MIA","Scotts Tots","Mar 18, 2025 6:30:57"
"*03pjl*",9,1,97,"1B","Ryan Mountcastle","BAL","Mount My Castle","Mar 18, 2025 6:31:40"
"*05r01*",9,2,98,"RP","Robert Suarez","SD","Sasaki Bombs","Mar 18, 2025 6:31:49"
"*04y9p*",9,3,99,"SS","Anthony Volpe","NYY","pcorcoran3","Mar 18, 2025 6:32:12"
"*",9,4,100,"","","","","Mar 18, 2025 6:32:12"
"*",9,5,101,"","","","","Mar 18, 2025 6:32:13"
"*04ok3*",9,6,102,"UT","Michael Toglia","COL","The Old Timers","Mar 18, 2025 6:32:53"
"*03sef*",9,7,103,"SP","Seth Lugo","KC","OnlyDans","Mar 18, 2025 6:32:55"
"*01uc9*",9,8,104,"OF","Nick Castellanos","PHI","We <3 PEDs","Mar 18, 2025 6:33:19"
"*051wv*",9,9,105,"OF","Pete Crow-Armstrong","CHC","Hels Bells","Mar 18, 2025 6:33:57"
"*04o4s*",9,10,106,"C","Shea Langeliers","ATH","gochargers","Mar 18, 2025 6:34:08"
"*05xu5*",9,11,107,"SS","Zach Neto","LAA","Vladdy’s Daycare","Mar 18, 2025 6:34:25"
"*05lg3*",9,12,108,"SP","Brandon Pfaadt","ARI","Scotts Tots","Mar 18, 2025 6:34:30"
"*0421k*",10,1,109,"SP","Bowden Francis","TOR","Mount My Castle","Mar 18, 2025 6:34:36"
"*",10,2,110,"","","","","Mar 18, 2025 6:34:36"
"*",10,3,111,"","","","","Mar 18, 2025 6:34:37"
"*0414g*",10,4,112,"2B","Luis Garcia Jr.","WSH","Short Porch Soldiers","Mar 18, 2025 6:35:38"
"*04071*",10,5,113,"3B","Isaac Paredes","HOU","Kposer","Mar 18, 2025 6:35:44"
"*04q56*",10,6,114,"C","Logan O'Hoppe","LAA","The Old Timers","Mar 18, 2025 6:36:37"
"*03pje*",10,7,115,"OF","Taylor Ward","LAA","OnlyDans","Mar 18, 2025 6:36:39"
"*02mwk*",10,8,116,"SP","Jose Berrios","TOR","We <3 PEDs","Mar 18, 2025 6:36:58"
"*01ut7*",10,9,117,"SP","Nathan Eovaldi","TEX","Hels Bells","Mar 18, 2025 6:37:14"
"*05ras*",10,10,118,"OF","Colton Cowser","BAL","gochargers","Mar 18, 2025 6:37:52"
"*",10,11,119,"","","","","Mar 18, 2025 6:37:53"
"*05y0j*",10,12,120,"SP","Spencer Arrighetti","HOU","Scotts Tots","Mar 18, 2025 6:38:08"
"*051em*",11,1,121,"OF","Kerry Carpenter","DET","Mount My Castle","Mar 18, 2025 6:38:15"
"*05rb0*",11,2,122,"SP","Jackson Jobe","DET","Sasaki Bombs","Mar 18, 2025 6:38:21"
"*01spl*",11,3,123,"OF","Jurickson Profar","ATL","pcorcoran3","Mar 18, 2025 6:38:23"
"*",11,4,124,"","","","","Mar 18, 2025 6:38:23"
"*02i11*",11,5,125,"UT","Jorge Soler","LAA","Kposer","Mar 18, 2025 6:38:39"
"*",11,6,126,"","","","","Mar 18, 2025 6:38:39"
"*04cwf*",11,7,127,"SP","Shane Baz","TB","OnlyDans","Mar 18, 2025 6:38:42"
"*02i2q*",11,8,128,"SS","Carlos Correa","MIN","We <3 PEDs","Mar 18, 2025 6:39:07"
"*02mwq*",11,9,129,"SP","Zach Eflin","BAL","Hels Bells","Mar 18, 2025 6:39:22"
"*",11,10,130,"","","","","Mar 18, 2025 6:39:22"
"*041ps*",11,11,131,"SP","Nick Lodolo","CIN","Vladdy’s Daycare","Mar 18, 2025 6:40:19"
"*025j1*",11,12,132,"SP","Robbie Ray","SF","Scotts Tots","Mar 18, 2025 6:40:25"
"*041ai*",12,1,133,"2B","Gavin Lux","CIN","Mount My Castle","Mar 18, 2025 6:40:30"
"*06f0q*",12,2,134,"SS","Kristian Campbell","BOS","Sasaki Bombs","Mar 18, 2025 6:40:35"
"*04apj*",12,3,135,"RP","Jhoan Duran","MIN","pcorcoran3","Mar 18, 2025 6:40:37"
"*03pzn*",12,4,136,"2B","Andres Gimenez","TOR","Short Porch Soldiers","Mar 18, 2025 6:41:38"
"*063vu*",12,5,137,"3B","Matt Shaw","CHC","Kposer","Mar 18, 2025 6:41:42"
"*05ub0*",12,6,138,"2B","Zack Gelof","ATH","The Old Timers","Mar 18, 2025 6:42:30"
"*0316j*",12,7,139,"SP","Nick Pivetta","SD","OnlyDans","Mar 18, 2025 6:42:32"
"*01c5l*",12,8,140,"SP","Yu Darvish","SD","We <3 PEDs","Mar 18, 2025 6:42:56"
"*02c5l*",12,9,141,"RP","Luke Weaver","NYY","Hels Bells","Mar 18, 2025 6:43:37"
"*03d7h*",12,10,142,"SP","Mitch Keller","PIT","gochargers","Mar 18, 2025 6:43:41"
"*0662o*",12,11,143,"SS","Sebastian Walcott","TEX","Vladdy’s Daycare","Mar 18, 2025 6:44:33"
"*05mdt*",12,12,144,"OF","Evan Carter","TEX","Scotts Tots","Mar 18, 2025 6:45:21"
"*",13,1,145,"","","","","Mar 18, 2025 6:45:22"
"*",13,2,146,"","","","","Mar 18, 2025 6:45:23"
"*025he*",13,3,147,"OF","George Springer","TOR","pcorcoran3","Mar 18, 2025 6:45:26"
"*02bu3*",13,4,148,"SP","Brandon Woodruff","MIL","Short Porch Soldiers","Mar 18, 2025 6:45:28"
"*01sy3*",13,5,149,"3B","Nolan Arenado","STL","Kposer","Mar 18, 2025 6:45:36"
"*02bqh*",13,6,150,"SS","Trevor Story","BOS","The Old Timers","Mar 18, 2025 6:45:47"
"*03aac*",13,7,151,"SP","Walker Buehler","BOS","OnlyDans","Mar 18, 2025 6:45:50"
"*",13,8,152,"","","","","Mar 18, 2025 6:45:50"
"*03et8*",13,9,153,"SP","Ranger Suarez","PHI","Hels Bells","Mar 18, 2025 6:46:39"
"*02i2k*",13,10,154,"OF","Byron Buxton","MIN","gochargers","Mar 18, 2025 6:47:25"
"*05jp7*",13,11,155,"SP","Gavin Williams","CLE","Vladdy’s Daycare","Mar 18, 2025 6:47:53"
"*03m6o*",13,12,156,"1B","Yandy Diaz","TB","Scotts Tots","Mar 18, 2025 6:48:39"
"*041q6*",14,1,157,"OF","Nolan Jones","COL","Mount My Castle","Mar 18, 2025 6:48:44"
"*04pse*",14,2,158,"2B","Brendan Donovan","STL","Sasaki Bombs","Mar 18, 2025 6:49:09"
"*04ee7*",14,3,159,"SP","Clarke Schmidt","NYY","pcorcoran3","Mar 18, 2025 6:49:11"
"*03de9*",14,4,160,"1B","Rhys Hoskins","MIL","Short Porch Soldiers","Mar 18, 2025 6:49:13"
"*03pov*",14,5,161,"SP","Brady Singer","CIN","Kposer","Mar 18, 2025 6:49:17"
"*",14,6,162,"","","","","Mar 18, 2025 6:49:18"
"*03nri*",14,7,163,"OF","Lourdes Gurriel Jr.","ARI","OnlyDans","Mar 18, 2025 6:49:20"
"*",14,8,164,"","","","","Mar 18, 2025 6:49:21"
"*0648z*",14,9,165,"OF","Victor Scott","STL","Hels Bells","Mar 18, 2025 6:49:50"
"*02hj7*",14,10,166,"SP","Merrill Kelly","ARI","gochargers","Mar 18, 2025 6:50:38"
"*05gtn*",14,11,167,"UT","Tyler Soderstrom","ATH","Vladdy’s Daycare","Mar 18, 2025 6:50:59"
"*05u3v*",14,12,168,"OF","Walker Jenkins","MIN","Scotts Tots","Mar 18, 2025 6:51:28"
"*",15,1,169,"","","","","Mar 18, 2025 6:51:28"
"*05gsi*",15,2,170,"OF","Ceddanne Rafaela","BOS","Sasaki Bombs","Mar 18, 2025 6:51:45"
"*02iug*",15,3,171,"SP","Michael Wacha","KC","pcorcoran3","Mar 18, 2025 6:51:47"
"*03d6n*",15,4,172,"SP","Erick Fedde","STL","Short Porch Soldiers","Mar 18, 2025 6:51:49"
"*03qyv*",15,5,173,"OF","Jake McCarthy","ARI","Kposer","Mar 18, 2025 6:51:56"
"*041rj*",15,6,174,"RP","JoJo Romero","STL","The Old Timers","Mar 18, 2025 6:52:42"
"*03c65*",15,7,175,"OF","Victor Robles","SEA","OnlyDans","Mar 18, 2025 6:52:44"
"*04nx3*",15,8,176,"2B","Jonathan India","KC","We <3 PEDs","Mar 18, 2025 6:52:46"
"*03dau*",15,9,177,"RP","Trevor Megill","MIL","Hels Bells","Mar 18, 2025 6:52:58"
"*025it*",15,10,178,"RP","Jason Adam","SD","gochargers","Mar 18, 2025 6:53:05"
"*04hyc*",15,11,179,"C","Ivan Herrera","STL","Vladdy’s Daycare","Mar 18, 2025 6:53:39"
"*05tce*",15,12,180,"3B","Connor Norby","MIA","Scotts Tots","Mar 18, 2025 6:53:59"
"*041am*",16,1,181,"RP","Lucas Erceg","KC","Mount My Castle","Mar 18, 2025 6:54:04"
"*030vs*",16,2,182,"RP","Kirby Yates","LAD","Sasaki Bombs","Mar 18, 2025 6:54:22"
"*03bin*",16,3,183,"SP","Nestor Cortes Jr.","MIL","pcorcoran3","Mar 18, 2025 6:54:24"
"*03qqf*",16,4,184,"RP","Alexis Diaz","CIN","Short Porch Soldiers","Mar 18, 2025 6:54:26"
"*04px8*",16,5,185,"SP","Reese Olson","DET","Kposer","Mar 18, 2025 6:54:36"
"*",16,6,186,"","","","","Mar 18, 2025 6:54:36"
"*04pmn*",16,7,187,"OF","Parker Meadows","DET","OnlyDans","Mar 18, 2025 6:54:39"
"*03avk*",16,8,188,"2B","Luis Rengifo","LAA","We <3 PEDs","Mar 18, 2025 6:54:41"
"*04eig*",16,9,189,"2B","Jose Caballero","TB","Hels Bells","Mar 18, 2025 6:55:05"
"*03yso*",16,10,190,"RP","A.J. Puk","ARI","gochargers","Mar 18, 2025 6:55:13"
"*0317q*",16,11,191,"RP","Griffin Jax","MIN","Vladdy’s Daycare","Mar 18, 2025 6:55:36"
"*02c4q*",16,12,192,"RP","Nick Martinez","CIN","Scotts Tots","Mar 18, 2025 6:55:48"
"*03zcx*",17,1,193,"OF","Will Benson","CIN","Mount My Castle","Mar 18, 2025 6:56:13"
"*05xod*",17,2,194,"SP","Sean Burke","CHW","Sasaki Bombs","Mar 18, 2025 6:56:25"
"*03qmh*",17,3,195,"2B","Jake Cronenworth","SD","pcorcoran3","Mar 18, 2025 6:56:27"
"*03btu*",17,4,196,"2B","Willi Castro","MIN","Short Porch Soldiers","Mar 18, 2025 6:56:29"
"*0310n*",17,5,197,"3B","Ryan McMahon","COL","Kposer","Mar 18, 2025 6:56:31"
"*05rb1*",17,6,198,"OF","Sal Frelick","MIL","The Old Timers","Mar 18, 2025 6:57:27"
"*04eee*",17,7,199,"SP","Drew Rasmussen","TB","OnlyDans","Mar 18, 2025 6:57:29"
"*05ahg*",17,8,200,"C","Austin Wells","NYY","We <3 PEDs","Mar 18, 2025 6:57:31"
"*04pmu*",17,9,201,"C","Ryan Jeffers","MIN","Hels Bells","Mar 18, 2025 6:58:13"
"*0622t*",17,10,202,"SS","Jacob Wilson","ATH","gochargers","Mar 18, 2025 6:58:31"
"*04eor*",17,11,203,"RP","Cade Smith","CLE","Vladdy’s Daycare","Mar 18, 2025 6:59:15"
"*03qml*",17,12,204,"2B","Dylan Moore","SEA","Scotts Tots","Mar 18, 2025 6:59:22"
"*0516h*",18,1,205,"SP","DJ Herz","WSH","Mount My Castle","Mar 18, 2025 6:59:58"
"*05xor*",18,2,206,"1B","Christian Encarnacion-Strand","CIN","Sasaki Bombs","Mar 18, 2025 7:00:23"
"*03ab0*",18,3,207,"SP","Luis Severino","ATH","pcorcoran3","Mar 18, 2025 7:00:25"
"*03qo0*",18,4,208,"RP","Pete Fairbanks","TB","Short Porch Soldiers","Mar 18, 2025 7:00:27"
"*02c2h*",18,5,209,"SP","Chris Bassitt","TOR","Kposer","Mar 18, 2025 7:00:29"
"*06aw3*",18,6,210,"SS","JJ Wetherholt","STL","The Old Timers","Mar 18, 2025 7:00:44"
"*045gu*",18,7,211,"OF","TJ Friedl","CIN","OnlyDans","Mar 18, 2025 7:00:46"
"*041r1*",18,8,212,"SP","Jesus Luzardo","PHI","We <3 PEDs","Mar 18, 2025 7:00:48"
"*",18,9,213,"","","","Hels Bells","Mar 18, 2025 7:00:51"
"*04azu*",18,10,214,"SP","Kumar Rocker","TEX","gochargers","Mar 18, 2025 7:01:06"
"*02x0f*",18,11,215,"SP","Sean Manaea","NYM","Vladdy’s Daycare","Mar 18, 2025 7:02:00"
"*04mn4*",18,12,216,"C","Joey Bart","PIT","Scotts Tots","Mar 18, 2025 7:02:44"
"*03mnq*",19,1,217,"RP","Carlos Estevez","KC","Mount My Castle","Mar 18, 2025 7:02:49"
"*",19,2,218,"","","","","Mar 18, 2025 7:02:49"
"*",19,3,219,"","","","","Mar 18, 2025 7:02:50"
"*03pix*",19,4,220,"C","Tyler Stephenson","CIN","Short Porch Soldiers","Mar 18, 2025 7:02:53"
"*03nru*",19,5,221,"OF","Jesus Sanchez","MIA","Kposer","Mar 18, 2025 7:02:55"
"*041qd*",19,6,222,"OF","Jake Fraley","CIN","The Old Timers","Mar 18, 2025 7:03:50"
"*04pt2*",19,7,223,"OF","Lars Nootbaar","STL","OnlyDans","Mar 18, 2025 7:03:52"
"*01srb*",19,8,224,"SP","Jameson Taillon","CHC","We <3 PEDs","Mar 18, 2025 7:03:54"
"*",19,9,225,"","","","","Mar 18, 2025 7:03:55"
"*",19,10,226,"","","","","Mar 18, 2025 7:03:56"
"*",19,11,227,"","","","","Mar 18, 2025 7:03:57"
"*02bx4*",19,12,228,"RP","Clay Holmes","NYM","Scotts Tots","Mar 18, 2025 7:04:41"
"*",20,1,229,"","","","Mount My Castle","Mar 18, 2025 7:04:43"
"*",20,2,230,"","","","","Mar 18, 2025 7:04:43"
"*",20,3,231,"","","","","Mar 18, 2025 7:04:44"
"*041sz*",20,4,232,"SP","Tobias Myers","MIL","Short Porch Soldiers","Mar 18, 2025 7:04:47"
"*04efi*",20,5,233,"C","Connor Wong","BOS","Kposer","Mar 18, 2025 7:04:49"
"*04eld*",20,6,234,"SP","J.P. Sears","ATH","The Old Timers","Mar 18, 2025 7:05:46"
"*04en7*",20,7,235,"OF","Garrett Mitchell","MIL","OnlyDans","Mar 18, 2025 7:05:48"
"*03aoy*",20,8,236,"C","Sean Murphy","ATL","We <3 PEDs","Mar 18, 2025 7:05:50"
"*",20,9,237,"","","","","Mar 18, 2025 7:05:50"
"*",20,10,238,"","","","","Mar 18, 2025 7:05:51"
"*",20,11,239,"","","","","Mar 18, 2025 7:05:52"
"*",20,12,240,"","","","","Mar 18, 2025 7:05:53"
"*",21,1,241,"","","","","Mar 18, 2025 7:05:54"
"*",21,2,242,"","","","","Mar 18, 2025 7:05:55"
"*",21,3,243,"","","","","Mar 18, 2025 7:05:56"
"*",21,4,244,"","","","","Mar 18, 2025 7:05:57"
"*",21,5,245,"","","","Kposer","Mar 18, 2025 7:06:01"
"*",21,6,246,"","","","","Mar 18, 2025 7:06:01"
"*",21,7,247,"","","","","Mar 18, 2025 7:06:02"
"*",21,8,248,"","","","","Mar 18, 2025 7:06:03"
"*",21,9,249,"","","","","Mar 18, 2025 7:06:04"
"*",21,10,250,"","","","","Mar 18, 2025 7:06:05"
"*",21,11,251,"","","","","Mar 18, 2025 7:06:06"
"*",21,12,252,"","","","","Mar 18, 2025 7:06:07"
"*",22,1,253,"","","","","Mar 18, 2025 7:06:08"
"*",22,2,254,"","","","","Mar 18, 2025 7:06:09"
"*",22,3,255,"","","","","Mar 18, 2025 7:06:10"
"*060x1*",22,4,256,"OF","Wilyer Abreu","BOS","Short Porch Soldiers","Mar 18, 2025 7:06:13"
"*",22,5,257,"","","","","Mar 18, 2025 7:06:13"
"*",22,6,258,"","","","","Mar 18, 2025 7:06:14"
"*",22,7,259,"","","","","Mar 18, 2025 7:06:15"
"*",22,8,260,"","","","","Mar 18, 2025 7:06:17"
"*",22,9,261,"","","","","Mar 18, 2025 7:06:18"
"*",22,10,262,"","","","","Mar 18, 2025 7:06:19"
"*",22,11,263,"","","","","Mar 18, 2025 7:06:20"
"*05js3*",22,12,264,"SP","Kyle Harrison","SF","Scotts Tots","Mar 18, 2025 7:06:40"
