"*04pst*",10,8,116,"OF","Jarren Duran","BOS","Kposer","Mar 18, 2024 6:43:11"
"*02c2h*",10,9,117,"SP","Chris Bassitt","TOR","We <3 PEDs","Mar 18, 2024 6:43:20"
"*05ucd*",10,10,118,"SP","Mason Miller","OAK","FIRE OLI","Mar 18, 2024 6:44:07"
"*03qo0*",10,11,119,"RP","Pete Fairbanks","TB","Scotts Tots","Mar 18, 2024 6:44:24"
"*0596e*",10,12,120,"OF","Dylan Crews","WSH","The Schwarbombers","Mar 18, 2024 6:44:38"
"*",11,1,121,"","","","","Mar 18, 2024 6:44:38"
"*051em*",11,2,122,"OF","Kerry Carpenter","DET","pcorcoran3","Mar 18, 2024 6:45:30"
"*05y62*",11,3,123,"P","Bryan Woo","SEA","jackdoriss11","Mar 18, 2024 6:45:38"
"*03ql5*",11,4,124,"RP","Ryan Helsley","STL","Verlander and Morton's Retirement Home","Mar 18, 2024 6:46:24"
"*03d6s*",11,5,125,"3B","Matt Chapman","SF","Freddie","Mar 18, 2024 6:46:28"
"*04mra*",11,6,126,"SS","Ezequiel Tovar","COL","OnlyDans","Mar 18, 2024 6:46:30"
"*03nri*",11,7,127,"OF","Lourdes Gurriel Jr.","ARI","sheridan","Mar 18, 2024 6:46:56"
"*03bin*",11,8,128,"SP","Nestor Cortes Jr.","NYY","Kposer","Mar 18, 2024 6:47:18"
"*027fx*",11,9,129,"1B","Jeimer Candelario","CIN","We <3 PEDs","Mar 18, 2024 6:47:41"
"*04e2u*",11,10,130,"OF","Brent Rooker","OAK","FIRE OLI","Mar 18, 2024 6:48:25"
"*05ybr*",11,11,131,"C","Ethan Salas","SD","Scotts Tots","Mar 18, 2024 6:48:50"
"*02i2k*",11,12,132,"UT","Byron Buxton","MIN","The Schwarbombers","Mar 18, 2024 6:49:48"
"*05jrh*",12,1,133,"3B","Colt Keith","DET","gochargers","Mar 18, 2024 6:50:02"
"*05gsi*",12,2,134,"UT","Ceddanne Rafaela","BOS","pcorcoran3","Mar 18, 2024 6:50:18"
"*041qr*",12,3,135,"SP","Aaron Civale","TB","jackdoriss11","Mar 18, 2024 6:50:26"
"*05g3x*",12,4,136,"UT","Maikel Garcia","KC","Verlander and Morton's Retirement Home","Mar 18, 2024 6:50:33"
"*029si*",12,5,137,"SP","Eduardo Rodriguez","ARI","Freddie","Mar 18, 2024 6:50:37"
"*02jh6*",12,6,138,"3B","Eugenio Suarez","ARI","OnlyDans","Mar 18, 2024 6:50:39"
"*050c3*",12,7,139,"OF","Jasson Dominguez","NYY","sheridan","Mar 18, 2024 6:50:45"
"*03pje*",12,8,140,"OF","Taylor Ward","LAA","Kposer","Mar 18, 2024 6:51:04"
"*",12,9,141,"","","","","Mar 18, 2024 6:51:05"
"*",12,10,142,"","","","","Mar 18, 2024 6:51:06"
"*04q56*",12,11,143,"C","Logan O'Hoppe","LAA","The Schwarbombers","Mar 18, 2024 6:51:46"
"*01cdf*",12,12,144,"OF","Giancarlo Stanton","NYY","The Schwarbombers","Mar 18, 2024 6:52:14"
"*04ggr*",13,1,145,"OF","Jarred Kelenic","ATL","gochargers","Mar 18, 2024 6:52:25"
"*0316j*",13,2,146,"SP","Nick Pivetta","BOS","pcorcoran3","Mar 18, 2024 6:53:19"
"*",13,3,147,"","","","","Mar 18, 2024 6:53:20"
"*050ok*",13,4,148,"RP","Yennier Cano","BAL","Verlander and Morton's Retirement Home","Mar 18, 2024 6:53:42"
"*02z93*",13,5,149,"SP","Kenta Maeda","DET","Freddie","Mar 18, 2024 6:53:46"
"*04si2*",13,6,150,"1B","Andrew Vaughn","CHW","OnlyDans","Mar 18, 2024 6:53:47"
"*031b2*",13,7,151,"C","Jonah Heim","TEX","sheridan","Mar 18, 2024 6:54:38"
"*01scl*",13,8,152,"RP","Craig Kimbrel","BAL","Kposer","Mar 18, 2024 6:54:46"
"*05u9y*",13,9,153,"OF","Max Clark","DET","We <3 PEDs","Mar 18, 2024 6:54:53"
"*0648z*",13,10,154,"OF","Victor Scott","STL","FIRE OLI","Mar 18, 2024 6:55:14"
"*04pt2*",13,11,155,"OF","Lars Nootbaar","STL","Scotts Tots","Mar 18, 2024 6:56:14"
"*030ud*",13,12,156,"UT","Eloy Jimenez","CHW","The Schwarbombers","Mar 18, 2024 6:56:55"
"*05u3v*",14,1,157,"OF","Walker Jenkins","MIN","gochargers","Mar 18, 2024 6:57:04"
"*004ee*",14,2,158,"SP","Max Scherzer","TEX","pcorcoran3","Mar 18, 2024 6:57:37"
"*05rat*",14,3,159,"OF","James Wood","WSH","jackdoriss11","Mar 18, 2024 7:08:34"
"*025dq*",14,4,160,"SP","Taijuan Walker","PHI","Verlander and Morton's Retirement Home","Mar 18, 2024 7:09:10"
"*03dfa*",14,5,161,"RP","Tanner Scott","MIA","Freddie","Mar 18, 2024 7:09:14"
"*04pr1*",14,6,162,"OF","Steven Kwan","CLE","OnlyDans","Mar 18, 2024 7:10:15"
"*",14,7,163,"","","","","Mar 18, 2024 7:10:15"
"*05r1m*",14,8,164,"SS","Jordan Lawlar","ARI","Kposer","Mar 18, 2024 7:10:33"
"*041e3*",14,9,165,"SP","Braxton Garrett","MIA","We <3 PEDs","Mar 18, 2024 7:11:27"
"*04eey*",14,10,166,"UT","MJ Melendez","KC","FIRE OLI","Mar 18, 2024 7:11:41"
"*03ppa*",14,11,167,"RP","A.J. Minter","ATL","Scotts Tots","Mar 18, 2024 7:12:14"
"*041ps*",14,12,168,"SP","Nick Lodolo","CIN","The Schwarbombers","Mar 18, 2024 7:12:37"
"*02i2q*",15,1,169,"SS","Carlos Correa","MIN","gochargers","Mar 18, 2024 7:13:34"
"*04cwf*",15,2,170,"SP","Shane Baz","TB","pcorcoran3","Mar 18, 2024 7:13:43"
"*04efa*",15,3,171,"OF","Daulton Varsho","TOR","jackdoriss11","Mar 18, 2024 7:13:51"
"*04eek*",15,4,172,"SP","Griffin Canning","LAA","FIRE OLI","Mar 18, 2024 7:14:49"
"*02bq2*",15,5,173,"OF","Brandon Nimmo","NYM","Freddie","Mar 18, 2024 7:14:54"
"*02334*",15,6,174,"UT","J.D. Martinez","(N/A)","OnlyDans","Mar 18, 2024 7:14:57"
"*03whq*",15,7,175,"1B","Ty France","SEA","sheridan","Mar 18, 2024 7:15:24"
"*039vx*",15,8,176,"OF","Jose Siri","TB","Kposer","Mar 18, 2024 7:15:31"
"*041xv*",15,9,177,"1B","Nathaniel Lowe","TEX","We <3 PEDs","Mar 18, 2024 7:15:43"
"*",15,10,178,"","","","","Mar 18, 2024 7:15:43"
"*041m2*",15,11,179,"OF","Alex Kirilloff","MIN","Scotts Tots","Mar 18, 2024 7:16:29"
"*052c8*",15,12,180,"P","Cristopher Sanchez","PHI","The Schwarbombers","Mar 18, 2024 7:16:47"
"*01lum*",16,1,181,"UT","Justin Turner","TOR","gochargers","Mar 18, 2024 7:17:17"
"*04qnd*",16,2,182,"3B","Noelvi Marte","CIN","pcorcoran3","Mar 18, 2024 7:17:23"
"*05r9j*",16,3,183,"SS","Marcelo Mayer","BOS","jackdoriss11","Mar 18, 2024 7:17:28"
"*041sq*",16,4,184,"SS","Tommy Edman","STL","Verlander and Morton's Retirement Home","Mar 18, 2024 7:17:53"
"*03btm*",16,5,185,"RP","Jose Alvarado","PHI","Freddie","Mar 18, 2024 7:18:02"
"*03dim*",16,6,186,"SP","John Means","BAL","OnlyDans","Mar 18, 2024 7:18:04"
"*02x0f*",16,7,187,"SP","Sean Manaea","NYM","sheridan","Mar 18, 2024 7:18:21"
"*026lz*",16,8,188,"1B","Josh Bell","MIA","Kposer","Mar 18, 2024 7:18:29"
"*01svz*",16,9,189,"RP","Kenley Jansen","BOS","We <3 PEDs","Mar 18, 2024 7:19:26"
"*04o4s*",16,10,190,"C","Shea Langeliers","OAK","FIRE OLI","Mar 18, 2024 7:19:41"
"*054p6*",16,11,191,"OF","Emmanuel Rodriguez","MIN","Scotts Tots","Mar 18, 2024 7:20:35"
"*02zif*",16,12,192,"RP","Ryan Pressly","HOU","The Schwarbombers","Mar 18, 2024 7:21:10"
"*05rfu*",17,1,193,"1B","Kyle Manzardo","CLE","gochargers","Mar 18, 2024 7:21:16"
"*02hlw*",17,2,194,"2B","Brandon Drury","LAA","pcorcoran3","Mar 18, 2024 7:21:23"
"*05mrx*",17,3,195,"SP","Gavin Stone","LAD","jackdoriss11","Mar 18, 2024 7:21:26"
"*04eld*",17,4,196,"SP","J.P. Sears","OAK","Verlander and Morton's Retirement Home","Mar 18, 2024 7:21:32"
"*02yd1*",17,5,197,"MI","Jorge Polanco","SEA","Freddie","Mar 18, 2024 7:21:46"
"*03sef*",17,6,198,"SP","Seth Lugo","KC","OnlyDans","Mar 18, 2024 7:21:48"
"*01s94*",17,7,199,"SP","Lance Lynn","STL","sheridan","Mar 18, 2024 7:21:54"
"*04pn3*",17,8,200,"SP","Josiah Gray","WSH","Kposer","Mar 18, 2024 7:21:58"
"*01srb*",17,9,201,"SP","Jameson Taillon","CHC","We <3 PEDs","Mar 18, 2024 7:22:26"
"*03djk*",17,10,202,"P","Tanner Houck","BOS","FIRE OLI","Mar 18, 2024 7:22:33"
"*04mrn*",17,11,203,"C","Bo Naylor","CLE","Scotts Tots","Mar 18, 2024 7:22:57"
"*05r01*",17,12,204,"RP","Robert Suarez","SD","The Schwarbombers","Mar 18, 2024 7:23:47"
"*05uy5*",18,1,205,"SP","AJ Smith-Shawver","ATL","gochargers","Mar 18, 2024 7:23:54"
"*05y7v*",18,2,206,"SP","Carson Whisenhunt","SF","pcorcoran3","Mar 18, 2024 7:24:05"
"*05xu5*",18,3,207,"SS","Zach Neto","LAA","jackdoriss11","Mar 18, 2024 7:24:35"
"*05jpx*",18,4,208,"SP","Tink Hence","STL","Verlander and Morton's Retirement Home","Mar 18, 2024 7:24:47"
"*05js5*",18,5,209,"3B","Coby Mayo","BAL","Freddie","Mar 18, 2024 7:24:51"
"*",18,6,210,"","","","","Mar 18, 2024 7:24:51"
"*03yuu*",18,7,211,"OF","Moises Gomez","STL","sheridan","Mar 18, 2024 7:25:30"
"*02bxv*",18,8,212,"SP","Jon Gray","TEX","Kposer","Mar 18, 2024 7:25:39"
"*01ubo*",18,9,213,"OF","Kris Bryant","COL","We <3 PEDs","Mar 18, 2024 7:25:47"
"*0310c*",18,10,214,"RP","Hunter Harvey","WSH","FIRE OLI","Mar 18, 2024 7:26:18"
"*",18,11,215,"","","","","Mar 18, 2024 7:26:18"
"*",18,12,216,"","","","","Mar 18, 2024 7:26:19"
"*03mnq*",19,1,217,"RP","Carlos Estevez","LAA","gochargers","Mar 18, 2024 7:26:59"
"*031cd*",19,2,218,"C","Mitch Garver","SEA","pcorcoran3","Mar 18, 2024 7:28:00"
"*",19,3,219,"","","","","Mar 18, 2024 7:28:00"
"*",19,4,220,"","","","","Mar 18, 2024 7:28:01"
"*0473n*",19,5,221,"P","Tyler A. Wells","BAL","Freddie","Mar 18, 2024 7:28:08"
"*",19,6,222,"","","","","Mar 18, 2024 7:28:08"
"*",19,7,223,"","","","","Mar 18, 2024 7:28:09"
"*04s1g*",19,8,224,"C","Gabriel Moreno","ARI","Kposer","Mar 18, 2024 7:28:20"
"*04px8*",19,9,225,"SP","Reese Olson","DET","We <3 PEDs","Mar 18, 2024 7:28:38"
"*03zcx*",19,10,226,"OF","Will Benson","CIN","FIRE OLI","Mar 18, 2024 7:29:36"
"*",19,11,227,"","","","","Mar 18, 2024 7:29:36"
"*",19,12,228,"","","","","Mar 18, 2024 7:29:37"
"*",20,1,229,"","","","","Mar 18, 2024 7:29:38"
"*05m49*",20,2,230,"OF","Jung Hoo Lee","SF","pcorcoran3","Mar 18, 2024 7:29:55"
"*",20,3,231,"","","","","Mar 18, 2024 7:29:55"
"*",20,4,232,"","","","","Mar 18, 2024 7:29:56"
"*03pjl*",20,5,233,"1B","Ryan Mountcastle","BAL","Freddie","Mar 18, 2024 7:30:02"
"*",20,6,234,"","","","","Mar 18, 2024 7:30:03"
"*",20,7,235,"","","","","Mar 18, 2024 7:30:04"
"*051wv*",20,8,236,"OF","Pete Crow-Armstrong","CHC","Kposer","Mar 18, 2024 7:30:27"
"*05ahg*",20,9,237,"C","Austin Wells","NYY","We <3 PEDs","Mar 18, 2024 7:30:33"
"*04aok*",20,10,238,"RP","Gregory Soto","PHI","FIRE OLI","Mar 18, 2024 7:31:31"
"*05u2u*",20,11,239,"2B","Tyler Black","MIL","gochargers","Mar 18, 2024 7:32:32"
"*05gsc*",20,12,240,"MI","Jordan Westburg","BAL","The Schwarbombers","Mar 18, 2024 7:32:44"
"*",21,1,241,"","","","","Mar 18, 2024 7:32:44"
"*",21,2,242,"","","","","Mar 18, 2024 7:32:45"
"*",21,3,243,"","","","","Mar 18, 2024 7:32:46"
"*",21,4,244,"","","","","Mar 18, 2024 7:32:47"
"*03avk*",21,5,245,"2B","Luis Rengifo","LAA","Freddie","Mar 18, 2024 7:32:55"
"*",21,6,246,"","","","","Mar 18, 2024 7:32:55"
"*",21,7,247,"","","","","Mar 18, 2024 7:32:56"
"*03et7*",21,8,248,"UT","Joey Meneses","WSH","Kposer","Mar 18, 2024 7:33:09"
"*",21,9,249,"","","","","Mar 18, 2024 7:33:09"
"*02iug*",21,10,250,"SP","Michael Wacha","KC","FIRE OLI","Mar 18, 2024 7:34:11"
"*",21,11,251,"","","","","Mar 18, 2024 7:34:11"
"*03ab0*",21,12,252,"SP","Luis Severino","NYM","The Schwarbombers","Mar 18, 2024 7:34:18"
"*",22,1,253,"","","","","Mar 18, 2024 7:34:18"
"*",22,2,254,"","","","","Mar 18, 2024 7:34:19"
"*",22,3,255,"","","","","Mar 18, 2024 7:34:20"
"*",22,4,256,"","","","","Mar 18, 2024 7:34:21"
"*03022*",22,5,257,"OF","Hunter Renfroe","KC","Freddie","Mar 18, 2024 7:34:25"
"*",22,6,258,"","","","","Mar 18, 2024 7:34:25"
"*",22,7,259,"","","","","Mar 18, 2024 7:34:26"
"*",22,8,260,"","","","","Mar 18, 2024 7:34:27"
"*",22,9,261,"","","","","Mar 18, 2024 7:34:28"
"*",22,10,262,"","","","","Mar 18, 2024 7:34:29"
"*",22,11,263,"","","","","Mar 18, 2024 7:34:31"
"*",22,12,264,"","","","","Mar 18, 2024 7:34:32"
"*",23,1,265,"","","","gochargers","Mar 18, 2024 7:08:22"
"*",23,2,266,"","","","pcorcoran3","Mar 18, 2024 7:08:22"
"*",23,3,267,"","","","jackdoriss11","Mar 18, 2024 7:08:22"
"*",23,4,268,"","","","Verlander and Morton's Retirement Home","Mar 18, 2024 7:08:22"
"*",23,5,269,"","","","Freddie","Mar 18, 2024 7:08:22"
"*",23,6,270,"","","","OnlyDans","Mar 18, 2024 7:08:22"
"*",23,7,271,"","","","sheridan","Mar 18, 2024 7:08:22"
"*",23,8,272,"","","","Kposer","Mar 18, 2024 7:08:22"
"*",23,9,273,"","","","We <3 PEDs","Mar 18, 2024 7:08:22"
"*",23,10,274,"","","","FIRE OLI","Mar 18, 2024 7:08:22"
"*",23,11,275,"","","","Scotts Tots","Mar 18, 2024 7:08:22"
"*",23,12,276,"","","","The Schwarbombers","Mar 18, 2024 7:08:22"
"*",24,1,277,"","","","gochargers","Mar 18, 2024 7:08:22"
"*",24,2,278,"","","","pcorcoran3","Mar 18, 2024 7:08:22"
"*",24,3,279,"","","","jackdoriss11","Mar 18, 2024 7:08:22"
"*",24,4,280,"","","","Verlander and Morton's Retirement Home","Mar 18, 2024 7:08:22"
"*",24,5,281,"","","","Freddie","Mar 18, 2024 7:08:22"
"*",24,6,282,"","","","OnlyDans","Mar 18, 2024 7:08:22"
"*",24,7,283,"","","","sheridan","Mar 18, 2024 7:08:22"
"*",24,8,284,"","","","Kposer","Mar 18, 2024 7:08:22"
"*",24,9,285,"","","","We <3 PEDs","Mar 18, 2024 7:08:22"
"*",24,10,286,"","","","FIRE OLI","Mar 18, 2024 7:08:22"
"*",24,11,287,"","","","Scotts Tots","Mar 18, 2024 7:08:22"
"*",24,12,288,"","","","The Schwarbombers","Mar 18, 2024 7:08:22"
